,0
88530481,1714
88548412,1714
88505687,1715
88522188,1715
88600605,1715
88600606,1715
88522189,1715
88506548,1715
88686872,1715
88639979,1715
88615050,131
88497648,131
88537557,131
88609059,131
88615049,131
88593072,131
88537558,131
88612172,131
88612173,131
88611510,131
88609060,131
88614292,131
88605414,131
88614293,131
88564018,131
88641734,131
88618166,419
88525442,1716
88522452,1716
88506118,1716
88525441,1716
88500301,1716
88522453,1716
88601723,1716
88593073,131
88523724,538
88567309,538
88496383,538
88540826,538
88540827,538
88496382,538
88523556,538
88530126,538
88523725,538
88575141,538
88654264,538
88694381,538
88614142,1717
88611233,1718
88535064,1717
88611232,1717
88625385,1717
88629013,1717
885828,1719
849800,1719
759893,1719
837676,1719
926895,1719
875227,1719
844762,1719
972618,1719
798639,1719
820001,1719
819212,1719
930566,1719
850834,1719
88548486,1719
88548487,1719
88582811,1719
826481,1720
800208,1720
88571453,1720
88576562,374
889631,374
851181,374
820292,1721
837605,374
967437,374
911424,374
868453,374
951900,374
923775,374
868563,1032
799986,1032
88566875,374
88581237,374
88540495,640
88591421,348
88616238,374
88629079,374
88649549,374
88665200,22
88667897,374
88670290,374
88696267,374
88694409,1722
88691961,215
881764,374
88571523,374
88612321,374
88629076,374
88627004,374
88624357,374
88627157,374
88629078,374
88621395,374
88629565,374
88621397,374
88629564,374
88629075,374
88621396,374
88627158,374
88627003,374
88629080,374
88629077,894
88621394,374
88661255,374
88597544,1723
88545100,381
88538711,381
88622813,381
88622814,381
88628336,381
88625345,381
839449,381
846866,381
973047,381
897437,381
796341,381
938808,381
88515955,381
88532821,1724
88597154,381
88634975,381
88560356,381
88553325,381
88504514,381
88558929,381
88642192,381
88639460,381
88668664,381
900526,381
88523450,381
88508771,381
88557841,381
88568239,381
88519305,381
88530706,381
88578489,381
88602554,1205
88616203,381
88617684,381
88612767,381
769579,112
967259,1725
944571,112
923110,112
873322,112
949038,112
956680,112
88584770,1725
88659800,112
88661017,112
88674066,112
955577,112
88582083,1725
88577667,1725
88584768,1725
88551025,1725
88584769,1725
88587155,1725
88587154,1725
88587153,1725
88585519,1725
88582084,1725
88570966,1725
868852,4
777306,302
865234,302
981827,302
88516406,302
88528342,302
88580354,300
88580353,300
88560519,300
88570242,300
88572350,300
88594601,300
88558931,300
88570925,300
88570924,300
88581729,300
88570244,300
88572351,300
88581611,300
88594600,300
88570243,300
88560520,300
88594602,300
88558930,300
88594603,300
88576877,300
88572349,300
88581730,300
88635673,300
88696627,300
88597292,1726
88503948,1726
88503949,1726
88592337,1726
88597291,1726
88548023,1726
88568396,1726
88541136,1726
88592335,1726
88541135,1726
88541137,1726
88568397,1726
88597638,1726
88597637,1726
88568398,1726
88592336,1726
88543758,1726
88559695,1726
88568353,1726
88692130,1726
88694201,300
88687440,300
88683360,300
88650400,1727
88683180,300
88652407,1728
88691724,1728
88652405,1728
88685002,1728
88685003,1728
88652408,1728
88698177,1728
88661813,1728
88698174,1728
88696014,1728
829976,1729
88547173,129
941359,1729
88499820,1729
88620714,1730
88575411,129
88541757,42
88501813,42
88635939,42
88623129,42
88532280,129
88510765,129
88510764,129
88533801,129
88544627,129
88509991,129
88544784,129
88529001,129
88564566,129
88564567,129
88573697,129
88577523,129
88597329,42
88576483,42
88650810,1731
88647980,1731
88637953,1731
88697605,42
88662207,1732
88662208,42
88504591,463
88498472,463
88585545,463
88504590,463
88523907,463
88601328,463
88502137,463
88577133,463
88601482,463
88577138,463
88524214,1733
882392,1734
879507,1734
868375,1734
800659,1734
779603,1734
910412,1734
778909,1734
937774,1734
929719,1734
897999,1734
88646800,1735
88654585,1735
88662549,1735
88658533,1735
88660333,1735
88618161,1735
88657169,1735
88658532,1735
88657170,1735
88692967,1736
88643757,1737
88644913,1737
88640631,1737
88640259,1737
88642555,1665
88643622,1665
88639262,1665
88590358,1665
88640104,1665
88639259,1665
88626609,1665
88640106,1665
88643619,1665
88639260,1665
88626610,1665
88590359,1665
88626607,1665
88639261,1665
88643621,1665
88590357,1665
88642554,1665
88640105,1665
88642553,1665
88643620,1665
88643618,1665
88626608,1665
88642552,1665
88637324,1665
88643617,1665
88622197,1467
88622196,1467
88627712,521
88630129,1467
88627710,1467
88627711,1511
88622200,1467
88612820,1467
88627709,1738
88622198,1467
88629637,1467
88622199,1467
88628544,1467
88658307,217
88688254,1467
88571876,1739
88571877,1739
88581578,1739
88569274,1739
88558465,1739
88581579,1739
88593148,1739
88568306,1739
88667000,1739
88655843,1739
88696953,1739
88695018,1740
88688680,1739
88683376,1739
88688679,1739
88695918,1739
88495401,1741
88573506,1741
88524932,1741
88495403,1741
88495402,1741
88495404,1741
88599852,1741
88517900,1742
88566489,1742
88517901,1742
88503959,1742
88541640,1742
88537702,1742
88531851,1743
88533958,1743
88533959,1743
88565312,1743
88544886,1743
88597529,1743
88596379,1743
88597528,1743
88568739,1217
88579822,1217
88571546,1324
88690547,1324
88685506,274
954376,1324
938311,1324
810641,1324
88499294,561
88573514,561
88512751,561
88583069,561
88601786,561
88506309,561
88544230,561
88528247,561
88592986,243
88585112,243
88530277,561
88524232,561
88524234,561
88524233,561
88530276,561
88697139,1744
768357,561
966066,561
960425,561
894693,561
778750,561
915848,561
88521019,561
88654788,561
88662411,1595
88696443,561
88529087,561
88545242,561
88524723,561
88508757,561
88545241,561
88521744,561
88521743,561
88508756,561
88515942,561
88606804,561
88614468,561
88577183,1499
888767,1499
807506,1499
928963,1499
891354,1499
904385,1499
793824,1499
897263,1499
88497971,1499
88523386,1499
88597389,141
88575347,1499
88578890,1745
88563040,1499
88564145,822
88610220,1499
88595058,1499
88621317,783
88654685,1746
88621119,621
88655036,1747
88678588,1499
88686231,383
88648469,596
88686204,129
88698422,251
88596029,1499
88588297,1499
88590252,1499
88576310,1499
88584994,1499
88602048,1748
88638021,1499
886145,1749
845643,1749
942108,1749
88640504,1749
88640507,1749
88626737,583
88618685,583
88661266,583
88662862,583
88662863,583
88667180,583
767484,1750
88580221,1750
885315,1750
955011,1750
836570,1750
783703,1750
969298,1750
776468,1750
956722,1750
88661023,1750
88662592,1750
88663789,1750
88662593,1750
88663840,1750
946121,439
88577030,439
88567961,439
88585001,439
88597705,439
88579991,439
88586444,439
88583192,439
88545844,439
88557772,439
88679590,439
88556599,439
88498586,439
88671143,439
88602034,445
88602035,445
88629890,445
88688491,439
88525049,1751
88528850,1751
88540547,1751
88528849,1751
88545621,1752
88546908,1751
88546907,1751
88511036,1751
88514523,1751
88543945,213
88646433,1751
88644232,445
88693354,445
88579994,439
88589178,439
88568080,439
88557419,439
88579993,439
88588991,439
88580164,439
88580564,439
88589060,439
88580567,439
88588990,439
88559946,439
88589180,439
88580566,439
88579997,439
88579992,439
88557771,439
88580565,439
88580165,439
88568081,439
88557773,439
88568079,439
88567960,439
88579995,439
88559947,439
88579996,439
88588993,439
88589179,439
88580166,439
88580563,439
88588992,439
88603908,439
88673159,439
88682865,439
88676848,439
88691865,439
88566112,439
88507166,1753
88507165,1753
88596022,1753
88507167,1753
796753,1594
88567538,1594
794069,1594
956743,1594
88607076,1594
88534872,176
848094,1754
920971,1754
983302,1754
88595582,110
88563989,1755
88648045,516
88674211,1756
88610477,1754
88615912,1754
88607016,1754
88615874,1757
88613501,1754
88550233,1754
88615873,1754
88634125,1758
859488,1759
88575851,1759
891740,1759
88677850,1759
809757,822
800875,822
877734,822
837639,822
88598169,822
88564144,822
88585946,822
88590065,822
961614,822
985821,822
940439,822
792458,822
833789,822
88600960,822
88564141,822
88564140,822
88585942,822
862388,1566
842881,1566
845327,1566
912521,1566
88619170,1760
88576418,1761
88619169,1761
88630389,1760
88635760,1760
88632974,1760
88636266,1760
88632950,1760
88636268,1760
88619171,1760
88636041,1760
88627887,1760
88636043,1760
88557385,1760
88630388,799
88636044,1760
883916,1762
950124,1762
913713,1762
884180,1762
831137,1761
972790,1761
950534,1761
985779,1761
776394,1761
804618,1761
937034,1761
792250,1761
777233,1761
923758,1761
88541833,1761
88637721,1761
88678186,1763
88678188,1763
88645005,1763
88645006,1763
88678033,1763
88678187,1763
88683619,1763
88685449,1763
88672771,1763
88683618,1763
88680492,1763
88672770,1763
88685448,1763
88678034,1763
88685447,1763
88678032,1763
88682579,1763
88529508,1761
88541832,1761
88541831,1761
88568785,1761
88585294,1761
88604609,1761
88604608,1764
88602590,1764
88690625,1764
88649408,381
88648115,381
870236,381
798982,381
858599,381
769830,381
960770,381
765772,381
949058,381
88506811,381
88597858,1765
88528612,1765
955298,381
965746,381
890880,381
918672,381
88581606,381
88575554,1766
88627220,1767
88560515,381
88560514,381
88576873,381
88648114,381
88644954,381
925852,230
780681,230
897157,230
796479,230
88584092,230
88584093,230
88497388,230
88518378,230
88572354,230
88615156,230
88627951,230
88668390,230
904626,1768
817495,1768
856246,1768
822974,1768
974948,1768
930444,1768
787006,1768
846612,1768
829383,1768
867285,1768
945944,1768
764252,1768
893535,1768
848160,1768
849394,1768
968794,1768
949751,1768
88660592,1768
88574619,1768
830852,1768
845556,1768
964176,1768
834601,1768
882003,1768
934471,1768
866570,1768
88589624,1769
937790,1768
877689,1768
898577,1768
923109,1768
830920,1768
966797,1768
890518,1768
811645,1768
800045,1768
802112,1768
837692,1768
975228,1770
863985,1770
820744,1770
962521,1770
832140,1770
760062,1770
780196,1770
877877,1770
789783,1770
760577,1771
863544,1771
958001,1771
903137,1771
948648,1771
910286,1771
88638197,1771
858239,769
977688,769
837484,769
823322,769
830895,769
970996,769
846856,769
963445,769
800317,769
824978,769
946523,1771
902382,1771
887993,1771
825683,1771
965211,1771
88629513,1772
88672980,1772
88627766,1772
88568000,1772
88630004,1772
88630002,1772
88629514,1772
88612407,1772
88624805,1772
88630003,1772
88568118,1772
88630001,1772
88624807,1772
88627596,1772
88624806,1772
88663260,1773
88632285,592
88667506,592
88632287,592
88632286,592
88632284,592
88667505,1774
88632740,592
88667703,592
88632288,592
88632289,1775
88653014,1277
88616185,1277
88655079,1277
88660705,161
88644348,1277
88655078,1277
88660706,161
88616186,1277
88619966,423
88628379,423
88636952,423
88628380,423
88631440,423
88557174,423
88636955,423
88628381,423
88628383,423
88634041,423
88636954,423
88519560,1387
88519559,1387
88589476,407
88671146,1387
88582311,1387
88570330,1387
88570331,1387
88568477,1387
88582310,1387
88582312,1387
88511117,1387
88543310,1387
88545078,1387
88563379,1387
88511118,1387
88654018,1387
88675220,1273
88675219,1273
88669635,1387
88669634,407
88641382,1387
88496134,1776
88532857,1776
88537681,1776
88535501,1776
88537682,1776
88500642,1776
88647098,1776
88648522,1776
88643668,1776
88629911,1776
88648523,1776
88517735,1777
88528764,1777
88572506,1777
88524395,1777
88572507,1777
88528763,1777
88674464,1777
88680176,1777
88662164,1777
88674392,1777
88680174,1777
88633723,1777
88680175,1777
88520534,79
88598506,79
88522156,79
88570606,79
88558495,79
88593542,79
88627764,217
88642643,79
88645785,79
88681434,79
824059,1778
88525960,1119
88533677,1779
88530035,1780
88632195,470
88632170,470
88679341,1781
88691091,1780
88697244,1780
88689056,1780
88692008,368
88542790,1119
88537613,1119
88545252,1119
88518615,1119
88518419,1119
88537612,1119
88524205,1119
88538192,1119
803007,1119
836899,1119
978166,1119
88523698,1119
88574146,1119
88631019,1119
88540461,1119
88498156,1119
88545598,1119
88545597,1119
88545600,1119
88545599,1119
88539644,1119
88500601,1782
88494584,1782
88550079,1782
836788,1783
834591,1783
796043,1783
837715,1783
832758,1783
898253,1783
969219,1783
88565621,1783
88508744,1784
88543770,557
88594043,1785
88569351,205
88595468,205
88595470,205
88607641,1786
88595469,205
88496977,1786
88606691,1240
88692535,205
88692534,205
88697709,205
88694485,205
88696409,205
88567552,1707
88658833,132
88658832,1707
88697758,1707
88693148,1707
88693147,1707
88694689,1707
88693336,1707
88690706,1707
88696573,1707
776566,1707
921652,1707
776737,1707
934730,1707
810244,1707
827049,1707
823621,1707
843429,1707
88630375,1707
88685042,1707
88685043,1707
88685044,1707
88685041,1707
88580213,24
940682,24
828478,24
980325,24
928943,24
926323,24
942137,24
88600886,1787
88614819,1787
88608957,1787
88615010,1787
88608956,1787
88600887,1787
88617548,1787
88677079,1787
88498580,1139
88669468,1139
88665509,1139
88659718,378
88662882,378
88661277,378
88667645,378
88658619,378
88667642,378
88619050,378
88661276,378
88648199,378
88648200,378
88658621,378
88661275,378
88656074,378
88656075,378
88667646,378
88658620,378
88667644,378
88658618,378
88619051,378
88662881,1788
88667643,378
88661278,378
88666486,378
88692777,356
88696803,378
88693974,378
88687490,378
88691027,378
88696801,378
88695042,378
88687484,378
88695040,378
88695044,378
88695043,378
88571315,1365
88560890,1365
88548940,1365
88602074,1789
88622612,1790
88679448,1365
88684038,1791
88558685,1139
88532800,1139
88571686,1139
88611840,1139
88666132,1139
88505949,1595
88498630,1595
88559460,1595
88633015,452
88696804,378
88659638,378
88693976,378
88693550,378
88697887,378
88695041,378
88693977,378
88695039,378
88697880,378
88693553,378
88693978,378
88697885,378
88696802,378
88687491,378
88687486,378
88697882,378
88695037,378
88697890,378
88687485,378
88659639,378
88660040,378
88696805,378
88693975,378
88696806,378
88697889,378
88697886,378
88691026,378
88687488,378
88697888,378
88659637,378
88687489,378
88693552,378
88695038,378
88494377,1217
88574772,1217
88567540,1217
88525219,386
88498063,1217
88661539,1217
88659468,1217
88661990,1217
88664939,1217
88659467,1217
88496000,1792
899287,1792
88518843,1792
88528052,1792
88523656,1792
916449,1793
939993,1793
978538,1793
761398,1794
767623,1794
915978,1794
817279,1794
946850,1794
764232,1794
864165,1794
967773,1794
813034,609
925073,609
88651141,609
88658461,609
88662455,609
88664221,609
88524198,609
88509712,609
88537488,609
855277,1250
88575557,1250
779054,1250
88589943,1250
88564909,1250
831198,1250
88543471,1250
88539511,1250
975511,1250
789829,1250
88593267,1795
88539512,1250
88580667,1250
88543470,1250
88540212,1250
88554878,1250
88549881,1250
88554879,1250
88549885,1250
88512510,1250
88533835,1250
88512512,1250
88549883,1250
88543472,1250
88540211,1250
88549882,1250
88512511,1250
88554877,1250
88540210,1250
88549884,1250
88509191,1248
88589881,1250
88612681,1250
88526251,1250
88579886,1250
88622928,1250
88679469,386
88685148,1796
88589944,1250
88663191,1797
88546966,1797
88622766,1798
88672358,1797
88659656,1797
88659655,1797
88622764,1797
88659657,1797
88622765,1797
88665296,1797
88672357,1797
88622762,1797
88665298,1797
88622761,1797
88622763,1797
88665297,1797
88661590,1797
88659654,1797
88659653,1797
847079,1315
763347,1315
813645,1315
88552918,1315
88609959,1315
88618055,1315
88618775,1315
88552917,1315
88578875,1315
88693887,1799
88697973,1799
88695350,1799
88660176,1799
88693885,1799
88693886,1799
88692011,1799
88694366,1799
88687613,1799
88697972,1799
88697008,1799
88693888,1799
88692010,1799
88694367,1799
88695349,1799
88685657,1800
88679901,1800
88695609,1800
88686796,1800
88652391,1800
88684998,1800
88685658,1800
88652390,1800
88686795,1800
88685656,1800
88689368,1800
88686797,1800
88684997,1800
876276,365
88681324,365
914076,365
788063,365
808519,365
88506285,365
88506284,365
88501040,365
88522803,365
88522804,365
88519605,365
88522806,365
88501039,365
88513599,365
88539539,365
88569374,365
88584288,365
88530888,365
88522805,365
88522807,365
88574558,365
88681709,365
88617535,410
88614070,410
88621721,410
88621719,410
88620336,410
88570935,410
88621720,410
88614071,410
88618622,535
88650104,410
88661309,410
88663171,1801
88686053,1045
88604618,1802
88562831,1802
88682874,1802
88597305,1803
88533933,1803
88604821,1803
88597326,1803
88597304,1803
88612921,1803
88544459,1803
88615027,1803
88689523,1803
88586583,397
88576262,397
88577284,397
88651716,397
88654888,397
88653283,397
88642401,397
88651718,397
88642400,397
88655787,397
88655785,397
88651715,397
88653281,397
88655789,397
88651717,397
88655784,397
88655786,397
88614506,397
88661230,397
88655788,397
88653282,397
88651719,397
88654889,397
88624282,1804
88594699,1804
88610760,1804
88545437,1805
88506891,1805
88553341,1805
88539307,1805
88506890,1805
88545436,1805
88547726,1805
88532235,1805
88592762,499
88519294,499
88582992,509
88665776,1806
88500391,1807
88676589,1806
88665775,1806
88665774,1808
88657065,1806
88670971,1806
88664559,1806
88629294,1806
88676588,1806
88629295,1807
88667008,1111
88667009,1806
88657066,1806
88670055,1806
88670056,1806
88670054,1806
88657067,1806
88664560,1806
88641541,1809
88596423,1809
88691170,1809
88529103,1807
88523572,1807
88515957,1807
88545370,1807
88592372,1807
88637736,1807
88640209,1807
88644034,1807
88642980,1807
88640211,1807
88644035,1807
88639729,1807
88644033,1807
88626768,1807
88639727,1807
88639728,1807
88642982,1807
88637735,1807
88639726,1807
88628050,1807
88645457,1807
88642039,1807
88640441,1807
88645456,1807
88642038,1807
88619454,1807
88667665,1807
88640210,1807
88642979,1807
88639725,1807
88626767,1807
88642981,1807
88637737,1807
88658738,1807
88648239,1807
88656462,1807
88619452,1807
88659008,1807
88667668,1807
88558714,1218
88527833,1218
88537516,1218
88555569,1218
88581941,1218
88514124,1218
88599631,1218
88554295,1218
88494574,118
88509240,118
88534575,118
88583946,118
88513803,118
88585735,118
88544462,118
88619437,118
88625285,118
88655578,916
88681758,1539
88586321,118
88600955,118
88600952,118
88583050,118
88585736,118
88594540,118
88594541,118
88590051,118
88590053,118
88590052,118
88594539,118
88510701,118
88600953,118
88585737,118
88594542,118
88600954,118
88613387,118
88609936,118
88619438,118
88620213,118
88596568,118
88597947,118
88561528,118
88592690,118
88574440,118
88568544,118
88610835,1810
88589182,118
88588999,118
88580570,118
88568085,118
88559950,118
88589000,118
88580365,118
88580569,118
88597260,118
88597181,118
88565318,118
88501600,118
88544888,118
88565317,118
88597611,118
88565553,118
88615781,118
88609935,118
88612924,118
88590632,1811
88557004,1811
88495719,1811
88505263,1811
88505262,1811
88495428,1811
88496732,1811
88590633,1811
88692768,437
963315,1494
88603872,1494
88595482,1494
88604220,1494
88606425,1494
88604222,1494
88604221,1494
940526,112
840309,112
88538396,112
88543525,112
88522906,112
88543526,112
88506534,112
88600554,112
88506533,112
88505667,112
88600553,112
88647890,112
88660056,1195
88579852,1812
88588396,112
88633925,112
88677135,112
88682762,112
88682763,112
88677134,112
88671931,112
88674063,112
88677708,112
88636578,112
88677709,112
88559701,112
88568360,112
88577313,1195
88696876,1195
88687502,1195
88696875,1195
88696874,1195
88660057,1195
88696822,1195
88691041,1195
88693675,1195
88691039,1195
88697904,1195
88660058,1195
88693990,1195
88696873,1195
88687503,1195
88660059,1195
88687504,1195
88693674,1195
88691040,1195
773410,172
88575870,172
907261,172
778600,172
856074,172
918738,172
910516,172
919278,172
881458,172
898191,172
957110,172
788326,172
868556,172
895543,172
886031,172
921457,172
945752,172
880058,172
863766,172
960240,172
822369,172
873954,172
951146,172
88659911,172
88497870,1813
937117,1813
88533917,1813
88642926,1813
88642928,1813
88629265,1813
980872,1813
88600735,1813
88653728,1813
968652,1108
88567336,1814
88558205,1108
88642892,1108
88620658,1108
88694990,1815
830242,1816
901207,1816
929248,1816
974762,1816
88540862,1816
88537173,1816
88644461,1108
88622530,1814
88617904,1814
88617905,1814
88634269,1814
88628808,1814
88628807,1814
941789,1814
88591291,1814
88591290,1814
88589472,1814
88569882,1814
88582222,1814
88640917,1814
88585350,1814
88577695,1814
867894,368
791216,368
88533693,368
88693884,368
88687612,368
88692009,368
88697007,368
88695348,368
88660175,368
88697971,368
88697006,1817
88629559,517
88572976,1818
88626990,1819
88627140,1819
88626992,1819
88626991,1819
88612313,1819
88629560,1819
88627089,1819
88620983,1819
88624347,251
88652583,517
88687917,517
88687646,1820
88698453,1818
948111,1818
938884,1818
948151,1818
808989,1818
950346,1818
967863,1818
908622,1818
864398,1818
901278,1818
799144,1818
770991,1818
866706,1818
917398,1818
940495,1818
982967,1818
815694,1818
771837,1818
897375,1818
803971,1818
815688,1818
804579,1818
960654,1818
953830,1818
772080,1818
922627,1818
843391,1818
816092,1818
783407,1818
857838,1818
863257,1818
961048,1818
88599082,1818
88585719,1818
88585128,1818
88581617,1818
88637777,1818
88671960,1380
88666218,1818
88677888,1818
88677890,1818
88666586,1818
88671964,1818
88671962,1818
88585217,1821
88546069,1821
88557929,1821
88534772,1821
88516646,1821
88570861,1821
88642535,1822
88676385,1821
88684022,1821
88643417,1821
88689271,1821
88679438,1821
88670884,1821
88684021,1821
88676386,1821
88676766,1821
88670885,1821
88684073,1821
88676767,1821
868047,1818
88643416,1821
88643418,1821
88682636,1821
88643419,1821
88553374,1823
88565917,1823
88581835,1823
88559176,1823
88553375,1823
88559177,1823
88569362,1823
88638430,998
88500674,884
88576548,1824
902886,356
970702,356
88524169,1825
88647422,356
88692264,356
88528337,1824
88527416,1824
88590452,1824
88655655,1824
88660728,1824
88656777,1824
88660726,1824
88656778,1824
88660727,1824
814590,1826
907528,1826
843399,1826
88571760,1826
88665376,1827
88665447,1828
984678,1826
810492,1826
88629043,1826
88624738,1826
88675610,1826
88638324,16
88641883,1826
88582167,1826
88633996,1826
88638323,1826
88641004,1826
88612298,1826
88629549,1826
783153,1829
88575565,1830
877417,1829
951483,1829
868448,1829
853913,1829
955072,1829
870588,1829
963050,1829
822042,1829
851423,1829
88686689,1829
88504927,1830
88605646,1830
88571339,1830
88607492,1830
88609279,1830
88597677,1830
88571338,1830
88605643,1830
88605644,1830
88571337,1830
88607494,1830
88604589,1830
88604588,1830
88605645,1830
88609278,1830
88597676,1830
88609281,1830
88504928,1830
88607493,1830
88609280,1830
88631465,1830
88619989,1830
88620340,1830
88636768,1830
88657248,1830
88657249,1830
88656157,1830
88657250,1830
786842,0
815994,0
88662986,1831
88666880,0
88649446,0
88686920,0
881194,1251
814585,1251
88667735,907
88579600,1251
88576504,1251
88597723,1251
88579601,1251
88577623,1251
88597724,1251
88565485,1251
775214,1251
88600678,905
919560,1832
88513666,1833
88534972,1833
88649757,1833
88689058,4
88553962,1834
88554339,1834
973317,4
844499,4
782900,4
912713,4
785489,4
830095,4
88689060,4
88692936,4
88691834,4
88692937,4
88656387,4
88691097,4
88692935,516
88697249,4
88547324,4
88508285,4
88526309,4
88668992,1835
88677379,1835
88632600,3
88615956,3
88630042,3
88623778,3
88623777,3
88583155,3
88623779,3
88632599,3
88630043,3
88626670,3
88632598,3
88583156,3
88615957,3
88632601,1836
88626671,3
88676696,1836
88689582,3
88696561,3
88698321,1832
919931,1832
927159,1832
803246,1832
88644253,1832
88606588,1832
88650989,1832
88652521,1832
88644255,1832
88635044,1832
88648439,1832
88652900,1832
88635042,1832
88647921,1832
88651340,1832
88648791,1832
88606587,1832
88645220,1832
88635043,1832
88648438,1832
88644254,1832
88652520,1832
88647922,1832
88648790,1832
88650988,1832
88647923,1832
88690262,517
88695576,1832
88692933,4
88691832,4
88691098,4
88691835,4
88692934,4
88695709,4
88694615,1837
88697299,1837
88688187,1837
88674252,1838
88679304,1838
88606307,1154
88603708,1154
88606308,1154
88603706,1154
88603707,1154
88603704,1154
88603705,1154
88606309,1154
88608312,1839
88581811,1840
88541305,1840
88567371,1840
88511147,1461
88511148,1461
88586392,1461
88516814,1461
88678586,1841
88553918,1204
88538872,1204
88546364,1204
973895,108
972966,108
888786,108
765973,108
886060,108
816359,108
870270,108
879322,108
890476,108
824757,108
88514088,108
88503638,108
88554602,108
88642884,108
88651345,108
88648798,108
88647931,108
88645228,108
88651347,108
88606899,108
88635050,108
88669577,108
88675487,108
88673113,108
848788,1429
933293,1429
832198,1429
869063,1429
951124,1429
917250,1842
88577181,1842
872448,1842
88620554,1842
88615738,1842
88620553,1842
88605208,1842
88612261,1842
88618697,1842
88676523,1842
88618696,1842
88617096,1842
88605207,1842
979263,381
792565,381
787939,381
900176,381
869426,381
888031,381
865821,381
905744,381
88530333,733
865086,674
886272,674
917259,1843
817483,1843
903903,1843
888378,1843
817840,1843
850564,1843
88628006,807
88570348,807
88628004,807
88577203,807
88577202,807
88634382,807
88635512,807
88635513,807
88639068,807
88567650,807
88639067,807
88638393,807
88665417,807
88665418,807
88574618,1844
860241,1844
881052,1844
887726,1844
865664,1844
982780,1844
940165,1844
841561,1844
891926,1844
984944,1844
909581,1844
827740,1844
912540,1844
856178,1844
786173,1844
831549,1844
971383,1844
940687,1844
909590,1844
878241,1844
810716,1844
842975,1844
759649,1844
790207,1844
958512,1844
883405,1844
972823,1844
88543476,1844
88608469,1844
88611108,1844
88618233,1845
88638454,1844
88654816,1844
88673420,1844
814848,685
950417,685
816705,685
871387,685
773867,685
869911,685
824695,685
866605,685
88528152,685
88648740,685
865325,1820
793871,1846
802390,1846
88682168,1846
824278,1846
829199,1846
847142,1846
978300,1846
974066,1846
798443,1846
870297,1846
938398,1846
88580674,1846
88533837,1846
88576019,1846
88533576,1846
88552171,1846
88552169,1846
88543475,1846
88540216,1846
88512516,1846
88552170,1846
88512517,1846
88580673,1846
88673129,1847
88673338,715
88664816,1112
88576402,1112
88672280,1112
88659274,1112
88659275,693
88664988,1112
88664817,1112
88664818,1112
88672281,1112
88663061,1112
88670306,1112
88694651,1112
88517536,1740
88602661,1740
88586613,1740
88569987,1740
88593977,1740
88517535,1740
88567992,1740
88627757,1740
88597596,1848
88632906,1848
88635841,1848
88632904,1848
88635840,1848
88632969,1848
88630761,1848
88597595,1848
88619182,1848
88632905,1848
88635788,1848
88630760,1848
88627956,1848
88632900,1848
88597593,1848
88632901,1848
88632968,1848
88627953,1848
88636070,1848
88632903,1848
88627955,1848
88632902,1848
88636069,1848
88597597,1848
88635789,1848
88597594,1848
88597592,1848
88619183,1848
88635787,1848
88627954,1848
88657158,1848
88554977,821
88577255,821
88554976,821
88554978,821
88575024,1022
88530966,1022
88575025,1022
88558794,1022
88555562,1849
88580521,1849
88581494,1849
88580324,1849
88519290,1849
88580520,1849
88592760,1849
88519291,1849
88685146,1849
88541683,1850
88541685,1850
88497755,1850
88541684,1850
88630576,1850
88528972,866
88528973,866
88514552,866
88544819,866
88547466,866
88540689,866
88545807,866
88577639,583
88510463,583
88533320,1851
88533321,1851
88541397,583
88510462,583
88526720,1852
88548203,583
88533396,1815
88563960,583
88593653,583
88579658,1853
88626295,583
88626296,583
88648139,583
88653047,583
88645922,583
88636791,583
88671615,1854
88696531,583
88687126,583
88574757,583
88636439,583
88654795,583
88649389,583
88645921,583
88646662,583
88649791,583
88636438,583
88650603,583
88636790,583
88649388,583
88650601,583
88654794,583
88653044,583
88653045,583
88654797,583
802040,1855
88567850,1855
88494451,1855
88501138,1855
88501461,1855
88501460,1855
88501139,1855
88577372,1856
88627695,1855
88628230,1855
88570081,1855
801268,1857
808962,1857
811258,1857
88628232,1855
88625268,1855
88570082,1855
88570083,1855
88629628,1855
88630119,1855
88621839,1855
88629627,1855
88621837,1855
88630118,1855
88621838,1855
88629626,1855
88627696,1855
88628231,1855
88625267,1855
88630120,1855
774649,1858
851825,1858
88663444,1858
88619478,1858
88648324,1858
88656541,1859
88661840,1858
88659030,1858
852078,1860
856279,1860
844222,1860
875552,1860
913277,1860
860792,1860
844234,1860
924937,1860
905199,1860
948747,1860
902877,1860
862609,1860
849266,1860
900728,1860
764034,1860
760372,1860
914822,1860
888478,1860
864810,1860
886485,1860
786104,1860
88527635,168
88577053,1861
88637095,1861
878724,1862
88571532,1862
928490,1862
796799,1862
880775,1862
776590,1862
913122,1862
933281,1862
972583,1862
876757,1862
907543,1862
903588,1862
870936,1862
961495,1862
849264,1862
975751,1862
880142,1862
780521,1862
88519301,1862
88602995,1862
88610446,1862
88615787,1862
88615850,1862
88610445,1862
88606993,1862
88544471,1862
88615849,1862
88606992,1862
88595035,1862
88615848,1862
88595036,1862
88499558,1461
88565679,1461
88550556,1461
88567786,1461
88507849,1461
88550557,1461
88565678,1461
88569906,1461
979174,1863
950243,1863
924903,1863
851858,1863
875014,1863
841150,1863
840801,1863
762990,1863
871947,1863
816277,1863
960735,1863
88610674,1863
88588570,170
88639991,1863
879732,684
805404,684
799856,684
