,0
927663,167
935332,167
798031,167
822584,167
806011,167
945588,167
88539597,167
88520541,167
88587484,167
88587485,168
88588209,167
88587483,167
88573096,167
88613413,167
88614636,167
88606175,167
88622576,167
88664238,167
88628913,167
88672636,169
916703,170
937188,0
845061,0
830716,0
88557654,0
88645966,171
88666881,172
88659115,0
88666945,1
88670206,0
88697332,173
88697333,0
941663,24
88494358,24
88575850,24
884793,24
807457,24
833447,24
819748,24
771588,24
792664,24
776987,24
947333,24
890532,24
853227,24
884927,24
810790,24
88515389,24
88512279,24
88580636,174
88611548,174
88581414,24
88639256,24
88626601,24
88684448,24
88676954,24
88576417,24
88500002,24
88517671,24
88557537,24
88517672,24
88536559,24
88515391,24
88536560,24
88545862,24
88512280,24
88515390,24
88519587,24
88536558,24
88516137,24
88654348,160
88685351,24
88688641,175
88571531,24
88589515,24
88551279,24
88589369,24
88593681,24
88563333,24
88589368,24
88593680,24
88589517,24
88551281,24
88551282,176
88589516,24
88589370,24
88589371,24
88563334,24
88568565,24
88593679,24
88551280,176
88551278,24
88581209,176
88611659,24
88611658,24
88535195,24
88555079,162
88602880,24
88621659,24
88650968,24
88651969,24
88638747,24
88650220,176
88653476,24
88656768,24
88661267,24
88678758,24
88669783,176
88678360,1
88679237,24
88672466,24
88673033,24
88672397,24
88681445,177
88683454,24
88692213,24
88688733,24
88696562,24
88656345,24
88661732,24
88697410,24
88688649,24
88693195,24
941383,24
944241,24
88551185,24
88540089,24
88639620,24
88626279,24
88648712,24
88690243,178
88643839,178
88676955,178
88577654,24
88548373,24
88526887,24
88551181,179
88510634,24
88526888,24
88495850,24
88535763,24
88564133,24
88600957,24
88585739,24
88600956,24
88601667,180
88606306,24
88686510,181
88688203,182
88695092,183
88499899,24
88632184,24
88615944,24
88629878,24
88623760,24
88623761,24
88632185,24
88629975,24
88626656,24
88615943,24
88638867,24
88637295,24
88642064,24
88640101,24
88634634,24
88648705,24
88671797,178
765013,184
984767,184
88608481,184
88579122,184
88608482,184
88511672,184
88611122,184
88511908,184
88511907,184
88579123,184
88611123,184
88611121,184
88588885,184
88608641,185
88584702,185
88612102,185
88517786,185
88517785,185
88584701,185
88608238,186
88612103,185
88602295,185
88606126,185
88584703,185
88612101,185
88609507,185
88608237,185
88606127,185
88602296,185
88611168,185
88609506,185
88611166,185
88608236,185
88602298,185
88584700,185
88611167,185
88602297,185
88606125,185
88517787,185
88609508,185
88612104,185
88611165,185
88608239,185
88608642,185
88612100,185
88584699,185
88608640,185
88602294,185
88643591,185
88698134,185
88696128,187
88698199,187
88697518,187
88695516,187
88689182,187
88696127,187
88695121,187
88661834,187
88680906,188
88684387,188
88678774,188
88691137,188
88684385,188
88645802,188
88685883,188
88678777,188
88685885,188
88645799,188
88673404,188
88680905,188
88673402,188
88678775,188
88673405,188
88645798,188
88645801,188
88685884,188
88678776,188
88678608,188
88645800,188
88685882,188
88691138,188
88684386,188
88673403,188
88684384,188
88673406,188
88678609,188
88645797,188
88640801,189
88681924,189
88675095,189
88687292,189
88675096,189
88681925,189
88681923,189
88687293,189
88640802,189
88680465,189
88687294,189
88636587,190
88636588,190
854637,190
88677718,190
88671996,190
88663528,191
88673556,191
88623362,191
88623363,191
88652089,191
88666058,191
88673554,191
88663529,191
88662134,191
88666055,191
88662135,191
88666394,191
88623359,191
88663527,191
88673559,191
88666054,191
88623360,191
88673555,191
88666056,191
88663819,191
88666393,191
88623361,191
88662136,191
88623364,191
88666057,191
88673558,191
88660502,191
88663530,191
88660503,191
88663531,191
88673557,191
88665402,191
88680931,191
88681266,191
88685745,191
88683043,191
88688131,191
88683042,191
88680932,191
88683041,191
88675593,191
88675594,191
88647834,191
88685746,191
88692901,191
88692902,191
88681267,191
88647833,191
88685747,191
88681268,191
88685748,191
88600803,192
88643259,192
88629343,192
88641114,192
88638975,193
88629344,192
88638974,192
88643258,192
88600804,192
88646263,192
88638973,192
88646264,192
88616008,194
88631575,194
88575849,194
88629448,194
88578640,194
88629758,194
88631574,194
88623645,194
88629447,194
88626547,194
88626548,194
88614872,194
88623646,194
88631619,194
88623644,194
88626549,194
88657095,194
88649229,194
88671658,194
88687523,194
88587516,195
88603938,196
88610058,196
88613127,196
88526237,196
88613126,196
88612655,196
88612653,196
88610059,196
88612654,196
88607563,196
88607562,196
88610056,196
88610057,196
88610632,196
88526238,196
88563477,197
88688756,198
88694421,196
88654536,196
88602284,199
88598816,199
88534332,199
88598817,199
88601974,199
88605255,199
88503026,199
88609246,199
88518621,199
88608596,199
88597651,199
88605256,199
88609242,199
88608597,199
88604553,199
88660993,113
88571318,199
88607413,199
88609245,199
88609244,199
88609243,199
88607414,199
88605254,199
88635819,200
88583023,200
88657182,201
88582632,200
88583420,202
88579594,202
88595997,202
88595996,202
88573814,202
88603133,203
88550957,164
88543242,164
88547268,164
88577185,164
88508331,164
88506866,164
88562518,164
88565213,164
88561086,164
88555299,164
88580817,164
88550958,164
88565214,164
88543244,164
88565209,164
88572382,164
88562637,164
88561088,164
88572381,164
88580818,164
88565210,164
88543241,164
88580815,164
88554648,164
88565211,164
88561089,164
88562519,164
88555302,164
88565212,164
88561087,164
88572380,164
88580816,164
88562517,164
88562516,164
88550959,164
88555300,164
88554647,164
88554649,164
88555301,164
88565215,164
88561090,164
88543243,164
88566256,164
88585019,164
88592168,164
88592171,164
88588956,164
88588951,164
88590213,164
88588953,164
88585020,164
88592172,164
88588959,164
88585018,164
88587770,164
88512371,164
88585021,164
88585022,164
88583209,164
88592166,164
88585014,164
88585016,164
88602051,164
88585015,164
88588957,164
88595966,164
88587764,164
88587766,164
88618816,164
88620813,164
88600743,164
88640933,164
88645886,164
88645888,164
88665871,164
88667226,164
88665108,164
88667222,164
88696296,164
88695750,164
88527438,164
88508332,164
88496329,164
88508134,164
88496330,164
88530312,164
88530311,164
88527439,164
88566137,164
88587771,164
88546400,204
88546396,164
88509871,204
88547329,204
88547330,204
88509875,204
88547333,204
88547332,204
88546397,204
88543413,204
88593297,204
88509870,204
88546398,204
88508460,204
88509872,204
88538813,204
88526319,204
88546403,204
88543412,204
88546395,204
88593296,204
88508459,204
88509873,204
88593298,204
88593295,204
88546402,204
88509874,204
88546401,204
88546399,204
88508458,204
88547331,204
88610813,204
88640272,162
88592170,164
88602054,164
88592169,164
88574762,164
955006,164
88588955,164
768507,164
776141,164
783973,164
88588952,164
88587769,164
88585017,164
88602053,164
88587768,164
88595964,164
88512370,164
88588954,164
88595965,164
88602052,164
88587767,164
88566136,164
88566257,164
88590212,164
88592167,164
88566255,164
88587765,164
877557,205
88525304,205
88533303,205
88502991,205
88504237,205
88539086,205
88533304,205
88525305,205
88514445,205
88541762,205
88607642,205
88668219,205
88694486,205
88658421,205
88690602,205
88694487,205
88697710,205
88626683,206
88630051,207
88632614,207
88630054,207
88632640,207
88583169,207
88583168,207
88624293,207
88630053,207
88626681,207
88630052,207
88630311,207
88583167,207
88624294,207
88615965,207
88626682,207
88630056,207
88615966,207
88632613,207
88583170,207
88630055,207
88632612,207
88645870,207
88669131,208
88694511,207
88658793,207
88692550,207
88692553,207
88696479,209
88685813,207
88696478,207
88696475,207
88658790,207
88692551,207
88692554,207
88693095,207
88696474,207
88696476,207
88692552,207
88693099,207
88658791,207
88693098,210
88693100,207
88693096,211
88690617,207
88696488,207
88685815,212
88690616,207
88696477,207
88658792,211
